"Contig","Description","Top_hit","BitScore","Evalue"
"k141_3711764.concoct_part_1","CP026650.1","Serratia marcescens isolate GN26 chromosome","18057",0
"k141_3711764.concoct_part_2","AP013063.1","Serratia marcescens SM39 DNA, complete genome","17863",0
"k141_2241426.concoct_part_0","CP039886.1","Neisseria flavescens strain ATCC 13120 chromosome, com...","1642",0
"k141_4083156.concoct_part_0","LR214939.1","Mycoplasma salivarium strain NCTC10113 genome assembly...","3284",0
"k141_1509118.concoct_part_0","LR594037.1","Streptococcus anginosus strain NCTC11064 genome assemb...","2198",0
"k141_2241863.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","2726",0
"k141_771117.concoct_part_0","","","",NA
"k141_406192.concoct_part_0","CP014232.1","Actinomyces oris strain T14V, complete genome","3110",0
"k141_1872770.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1279",0
"k141_1142757.concoct_part_0","AP011540.1","Rothia mucilaginosa DY-18 DNA, complete genome","3509",0
"k141_1873036.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","6207",0
"k141_3712677.concoct_part_0","AP018050.1","Prevotella melaninogenica DNA, complete genome, strain...","4272",0
"k141_3712684.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","1784",0
"k141_3344746.concoct_part_1","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","29900",0
"k141_2611763.concoct_part_0","CP023863.1","Prevotella jejuni strain CD3:33 chromosome I, complete...","2013",0
"k141_2611984.concoct_part_0","CP031684.1","Haemophilus influenzae strain P652-8881 chromosome, co...","2039",0
"k141_2242791.concoct_part_3","CP006252.1","Serratia liquefaciens ATCC 27592, complete genome","17969",0
"k141_1144129.concoct_part_0","X74948.1","S.pyogenes catS gene fragment for chloramphenicol acetyl...","802",0
"k141_2242979.concoct_part_5","CP050333.1","Pseudomonas aeruginosa strain DVT412 chromosome, compl...","29580",0
"k141_1510939.concoct_part_0","CP038183.1","Staphylococcus aureus strain MJ015 chromosome, complet...","176",8e-40
"k141_772424.concoct_part_0","CP024696.1","Prevotella intermedia strain KCOM 2033 chromosome, com...","1535",0
"k141_1144355.concoct_part_0","AP018049.1","Prevotella melaninogenica DNA, complete genome, strain...","1557",0
"k141_2243212.concoct_part_0","CP019721.1","Veillonella parvula strain UTDB1-3, complete genome","1637",0
"k141_1511271.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","3347",0
"k141_1874216.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","3162",0
"k141_38866.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1315",0
"k141_39067.concoct_part_3","CP056098.1","Pseudomonas aeruginosa strain PABCH05 chromosome","18373",0
"k141_39067.concoct_part_4","LT673656.1","Pseudomonas aeruginosa isolate PcyII-10 genome assembl...","22751",0
"k141_2243821.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","2226",0
"k141_39164.concoct_part_0","LR778174.1","Veillonella parvula strain SKV38 genome assembly, chro...","2525",0
"k141_3714418.concoct_part_0","CP044214.1","Klebsiella aerogenes strain KA_P10_L5_03.19 chromosome...","2619",0
"k141_408150.concoct_part_0","CP024931.1","Corynebacterium striatum strain 215 chromosome, comple...","29331",0
"k141_3346737.concoct_part_6","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","18246",0
"k141_3346737.concoct_part_7","CP048784.1","Serratia liquefaciens strain S1 chromosome, complete g...","17806",0
"k141_3346737.concoct_part_9","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","17872",0
"k141_4086507.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","2791",0
"k141_408677.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","2158",0
"k141_3347458.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18318",0
"k141_3347458.concoct_part_2","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18362",0
"k141_2988088.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","2457",0
"k141_774522.concoct_part_0","","","",NA
"k141_774573.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","3291",0
"k141_409825.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","464",2e-126
"k141_774950.concoct_part_0","","","",NA
"k141_1513524.concoct_part_0","","","",NA
"k141_2615929.concoct_part_0","CP006776.1","Streptococcus sp. I-P16, complete genome","896",0
"k141_410354.concoct_part_0","","","",NA
"k141_2616434.concoct_part_0","CP024696.1","Prevotella intermedia strain KCOM 2033 chromosome, com...","5378",0
"k141_2246715.concoct_part_0","CP031683.1","Haemophilus influenzae strain P662-7189 chromosome, co...","5184",0
"k141_42431.concoct_part_0","CP018917.1","Serratia marcescens strain UMH5, complete genome","5511",0
"k141_2617110.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","3158",0
"k141_3717736.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1655",0
"k141_1148685.concoct_part_0","AP014938.1","Rothia mucilaginosa DNA, complete genome, strain: NUM-...","1652",0
"k141_776783.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1399",0
"k141_412031.concoct_part_0","","","",NA
"k141_777094.concoct_part_0","CP046314.1","Gemella morbillorum strain FDAARGOS_741 chromosome, co...","7577",0
"k141_43849.concoct_part_0","CP030924.1","Klebsiella pneumoniae subsp. pneumoniae strain KC-Pl-H...","30958",0
"k141_1149690.concoct_part_0","CP031251.1","Neisseria subflava strain M18660 chromosome, complete ...","2497",0
"k141_412225.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","11912",0
"k141_1516224.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","1748",0
"k141_3352294.concoct_part_0","CP019562.1","Streptococcus oralis strain S.MIT/ORALIS-351, complete...","1814",0
"k141_2248737.concoct_part_0","AP011540.1","Rothia mucilaginosa DY-18 DNA, complete genome","6052",0
"k141_3352467.concoct_part_0","CP025050.1","Pseudomonas aeruginosa strain PB368 chromosome, comple...","6986",0
"k141_2992761.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","4039",0
"k141_412507.concoct_part_4","CP030094.1","Prevotella intermedia strain KCOM 2734 chromosome 1, c...","183",1e-41
"k141_412507.concoct_part_7","CP013210.1","Empedobacter brevis strain BCLYD2 chromosome, complete...","86.1",4e-12
"k141_1516564.concoct_part_0","CP024725.1","Prevotella intermedia strain KCOM 2838 chromosome 1, c...","4939",0
"k141_1879171.concoct_part_0","CP008749.1","Pseudomonas aeruginosa PAO1H2O genome","27002",0
"k141_1150607.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","3520",0
"k141_3352633.concoct_part_4","CP019666.1","Burkholderia cenocepacia strain VC2307 chromosome 1 se...","18101",0
"k141_778076.concoct_part_0","LR584267.1","Lawsonella clevelandensis isolate USB-603019 genome as...","58.4",2e-04
"k141_3719922.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","974",0
"k141_2619531.concoct_part_0","LS483383.1","Streptococcus cristatus strain NCTC12479 genome assemb...","1977",0
"k141_778516.concoct_part_0","CP054010.1","Prevotella melaninogenica strain FDAARGOS_760 chromoso...","2010",0
"k141_1879997.concoct_part_0","LR698955.1","Fusobacterium nucleatum isolate MGYG-HGUT-01347 genome...","1576",0
"k141_778825.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","1768",0
"k141_4093892.concoct_part_0","CP003667.1","Prevotella sp. oral taxon 299 str. F0039 plasmid, comp...","3651",0
"k141_1151785.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","3282",0
"k141_3720882.concoct_part_0","CP014232.1","Actinomyces oris strain T14V, complete genome","5888",0
"k141_4094505.concoct_part_0","HG938370.1","Burkholderia cenocepacia H111 chromosome 1 complete ge...","20853",0
"k141_779295.concoct_part_0","CP034665.1","Moraxella catarrhalis strain 142P87B1 chromosome, comp...","18439",0
"k141_1152578.concoct_part_0","AP014938.1","Rothia mucilaginosa DNA, complete genome, strain: NUM-...","2846",0
"k141_2620989.concoct_part_0","CP031477.1","Haemophilus parainfluenzae strain M27794 chromosome, c...","2562",0
"k141_47217.concoct_part_0","","","",NA
"k141_414246.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","1938",0
"k141_779836.concoct_part_0","CP003667.1","Prevotella sp. oral taxon 299 str. F0039 plasmid, comp...","2137",0
"k141_1881357.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1807",0
"k141_3721857.concoct_part_0","CP046315.1","Schaalia odontolytica strain FDAARGOS_732 chromosome, ...","1799",0
"k141_1881803.concoct_part_0","LR216031.1","Streptococcus pneumoniae strain 2245STDY5982722 genome...","4514",0
"k141_780436.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","2080",0
"k141_48011.concoct_part_5","HG938370.1","Burkholderia cenocepacia H111 chromosome 1 complete ge...","18190",0
"k141_48011.concoct_part_6","LR798193.1","Burkholderia cenocepacia strain IST439 genome assembly...","18118",0
"k141_48011.concoct_part_8","LR798193.1","Burkholderia cenocepacia strain IST439 genome assembly...","29809",0
"k141_3356183.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","5014",0
"k141_780760.concoct_part_0","CP018188.1","Streptococcus salivarius strain ICDC2 plasmid, complet...","3184",0
"k141_1882679.concoct_part_0","CP006776.1","Streptococcus sp. I-P16, complete genome","1797",0
"k141_1154348.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","6211",0
"k141_1154446.concoct_part_0","LR134285.1","Streptococcus australis strain NCTC3168 genome assembl...","5059",0
"k141_49029.concoct_part_0","CP044107.1","Enterobacter hormaechei strain FDAARGOS_642 chromosome...","2826",0
"k141_2622714.concoct_part_1","CP047592.1","Pseudomonas aeruginosa strain INP-43 chromosome, compl...","20511",0
"k141_3357131.concoct_part_0","CP018187.1","Streptococcus salivarius strain ICDC2, complete genome","3496",0
"k141_3723438.concoct_part_0","CP060487.1","Serratia marcescens strain MGH246 chromosome","7982",0
"k141_3357309.concoct_part_0","CP053939.1","Neisseria mucosa strain FDAARGOS_758 chromosome, compl...","2540",0
"k141_2252489.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","2056",0
"k141_1154738.concoct_part_0","","","",NA
"k141_1154810.concoct_part_0","LS483435.1","Neisseria elongata subsp. glycolytica strain NCTC11050...","148",2e-31
"k141_1520696.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","2920",0
"k141_415990.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","2102",0
"k141_4098546.concoct_part_0","CP024699.1","Fusobacterium pseudoperiodonticum strain KCOM 1261 chr...","2621",0
"k141_2252989.concoct_part_0","CP022040.2","Prevotella melaninogenica strain FDAARGOS_306 chromoso...","1936",0
"k141_2253048.concoct_part_0","AP019841.1","Leptotrichia wadei JMUB3936 DNA, complete genome","12905",0
"k141_2253382.concoct_part_1","CP003666.1","Prevotella sp. oral taxon 299 str. F0039, complete genome","19592",0
"k141_2623889.concoct_part_0","CP007573.1","Streptococcus anginosus strain SA1, complete genome","25394",0
"k141_782023.concoct_part_5","CP050452.1","Stenotrophomonas maltophilia strain SoD9b chromosome, ...","15548",0
"k141_1521736.concoct_part_0","CP040804.1","Streptococcus salivarius strain LAB813 chromosome, com...","1186",0
"k141_4099781.concoct_part_0","CP021867.1","Streptococcus agalactiae strain SG-M25, complete genome","684",0
"k141_1884752.concoct_part_0","","","",NA
"k141_1522318.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","2357",0
"k141_3359621.concoct_part_0","CP030095.1","Prevotella intermedia strain KCOM 2734 chromosome 2, c...","3507",0
"k141_1156592.concoct_part_1","CP034665.1","Moraxella catarrhalis strain 142P87B1 chromosome, comp...","18467",0
"k141_1156592.concoct_part_2","CP010902.1","Moraxella catarrhalis strain MC8 chromosome","18462",0
"k141_1156734.concoct_part_0","CP028108.1","Fusobacterium periodonticum strain 2_1_31 chromosome, ...","3164",0
"k141_3359827.concoct_part_0","CP027781.1","Clostridium botulinum strain MAP 5 chromosome, complet...","76.8",2e-10
"k141_2624831.concoct_part_1","CP026050.1","Serratia marcescens strain FDAARGOS_65 chromosome, com...","18201",0
"k141_2624831.concoct_part_4","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","18068",0
"k141_2624831.concoct_part_5","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","28899",0
"k141_3360082.concoct_part_0","","","",NA
"k141_3001160.concoct_part_3","CP036376.1","Streptococcus agalactiae strain Sag153 chromosome, com...","18456",0
"k141_3001160.concoct_part_5","CP036376.1","Streptococcus agalactiae strain Sag153 chromosome, com...","18450",0
"k141_1885727.concoct_part_0","CP016214.1","Pseudomonas aeruginosa strain PA121617, complete genome","32989",0
"k141_3360526.concoct_part_0","CP025093.1","Klebsiella pneumoniae strain KP14 chromosome","2540",0
"k141_784029.concoct_part_0","CP031477.1","Haemophilus parainfluenzae strain M27794 chromosome, c...","2564",0
"k141_4101996.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","2163",0
"k141_784319.concoct_part_0","LR216055.1","Streptococcus pneumoniae strain 2245STDY6092949 genome...","16460",0
"k141_3361418.concoct_part_0","CP031251.1","Neisseria subflava strain M18660 chromosome, complete ...","4638",0
"k141_3726975.concoct_part_0","CP031680.1","Haemophilus influenzae strain P672-7661 chromosome, co...","5299",0
"k141_784790.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","1544",0
"k141_1887383.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","4477",0
"k141_785212.concoct_part_0","CP023511.1","Streptococcus gordonii strain FDAARGOS_371 chromosome,...","20613",0
"k141_1887485.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","2571",0
"k141_3362253.concoct_part_0","CP039886.1","Neisseria flavescens strain ATCC 13120 chromosome, com...","1694",0
"k141_53699.concoct_part_0","CP020451.2","Streptococcus salivarius strain FDAARGOS_259 chromosom...","3334",0
"k141_53732.concoct_part_0","LR134274.1","Streptococcus salivarius strain NCTC8618 genome assemb...","2532",0
"k141_1159598.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","1853",0
"k141_3363055.concoct_part_0","CP019721.1","Veillonella parvula strain UTDB1-3, complete genome","20925",0
"k141_1888618.concoct_part_0","CP054011.1","Prevotella melaninogenica strain FDAARGOS_760 chromoso...","2165",0
"k141_420498.concoct_part_0","","","",NA
"k141_1888780.concoct_part_0","CP000792.2","Campylobacter concisus 13826, complete genome","2202",0
"k141_3363469.concoct_part_0","AP019846.1","Leptotrichia hongkongensis JMUB5056 DNA, complete genome","2091",0
"k141_420682.concoct_part_1","CP045141.1","Kingella kingae strain F41215CHC chromosome, complete ...","89.8",3e-13
"k141_420804.concoct_part_0","CP020450.2","Streptococcus gordonii strain FDAARGOS_257 chromosome,...","20100",0
"k141_3364069.concoct_part_0","CP049995.1","Staphylococcus aureus strain pt214 plasmid pER05716.3A...","518",6e-143
"k141_787628.concoct_part_1","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","18179",0
"k141_55418.concoct_part_0","LR216056.1","Streptococcus pneumoniae strain 2245STDY6106637 genome...","3430",0
"k141_1526638.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","3286",0
"k141_3730288.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","1240",0
"k141_1526791.concoct_part_0","CP003206.1","Corynebacterium diphtheriae 31A, complete genome","1262",0
"k141_2259607.concoct_part_0","CP035368.2","Haemophilus parainfluenzae strain LC_1315_18 chromosom...","2754",0
"k141_788945.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","2745",0
"k141_789123.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","4726",0
